cp	hex	char	name	category	block	script	numeric_type	numeric_value	number_system	number_form	number_role	presentation	ucd_numeric	gradient_family	gradient_kind	gradient_axis	gradient_value	gradient_param	structured_family
60764	U+ED5C			Co	Private Use Area	Unknown	none						no						pua-nerd
60765	U+ED5D			Co	Private Use Area	Unknown	none						no						pua-nerd
60766	U+ED5E			Co	Private Use Area	Unknown	none						no						pua-nerd
60767	U+ED5F			Co	Private Use Area	Unknown	none						no						pua-nerd
60768	U+ED60			Co	Private Use Area	Unknown	none						no						pua-nerd
60769	U+ED61			Co	Private Use Area	Unknown	none						no						pua-nerd
60770	U+ED62			Co	Private Use Area	Unknown	none						no						pua-nerd
60771	U+ED63			Co	Private Use Area	Unknown	none						no						pua-nerd
60772	U+ED64			Co	Private Use Area	Unknown	none						no						pua-nerd
60773	U+ED65			Co	Private Use Area	Unknown	none						no						pua-nerd
60774	U+ED66			Co	Private Use Area	Unknown	none						no						pua-nerd
60775	U+ED67			Co	Private Use Area	Unknown	none						no						pua-nerd
60776	U+ED68			Co	Private Use Area	Unknown	none						no						pua-nerd
60777	U+ED69			Co	Private Use Area	Unknown	none						no						pua-nerd
60778	U+ED6A			Co	Private Use Area	Unknown	none						no						pua-nerd
60779	U+ED6B			Co	Private Use Area	Unknown	none						no						pua-nerd
60780	U+ED6C			Co	Private Use Area	Unknown	none						no						pua-nerd
60781	U+ED6D			Co	Private Use Area	Unknown	none						no						pua-nerd
60782	U+ED6E			Co	Private Use Area	Unknown	none						no						pua-nerd
60783	U+ED6F			Co	Private Use Area	Unknown	none						no						pua-nerd
60784	U+ED70			Co	Private Use Area	Unknown	none						no						pua-nerd
60785	U+ED71			Co	Private Use Area	Unknown	none						no						pua-nerd
60786	U+ED72			Co	Private Use Area	Unknown	none						no						pua-nerd
60787	U+ED73			Co	Private Use Area	Unknown	none						no						pua-nerd
60788	U+ED74			Co	Private Use Area	Unknown	none						no						pua-nerd
60789	U+ED75			Co	Private Use Area	Unknown	none						no						pua-nerd
60790	U+ED76			Co	Private Use Area	Unknown	none						no						pua-nerd
60791	U+ED77			Co	Private Use Area	Unknown	none						no						pua-nerd
60792	U+ED78			Co	Private Use Area	Unknown	none						no						pua-nerd
60793	U+ED79			Co	Private Use Area	Unknown	none						no						pua-nerd
60794	U+ED7A			Co	Private Use Area	Unknown	none						no						pua-nerd
60795	U+ED7B			Co	Private Use Area	Unknown	none						no						pua-nerd
60796	U+ED7C			Co	Private Use Area	Unknown	none						no						pua-nerd
60797	U+ED7D			Co	Private Use Area	Unknown	none						no						pua-nerd
60798	U+ED7E			Co	Private Use Area	Unknown	none						no						pua-nerd
60799	U+ED7F			Co	Private Use Area	Unknown	none						no						pua-nerd
60800	U+ED80			Co	Private Use Area	Unknown	none						no						pua-nerd
60801	U+ED81			Co	Private Use Area	Unknown	none						no						pua-nerd
60802	U+ED82			Co	Private Use Area	Unknown	none						no						pua-nerd
60803	U+ED83			Co	Private Use Area	Unknown	none						no						pua-nerd
60804	U+ED84			Co	Private Use Area	Unknown	none						no						pua-nerd
60805	U+ED85			Co	Private Use Area	Unknown	none						no						pua-nerd
60806	U+ED86			Co	Private Use Area	Unknown	none						no						pua-nerd
60807	U+ED87			Co	Private Use Area	Unknown	none						no						pua-nerd
60808	U+ED88			Co	Private Use Area	Unknown	none						no						pua-nerd
60809	U+ED89			Co	Private Use Area	Unknown	none						no						pua-nerd
60810	U+ED8A			Co	Private Use Area	Unknown	none						no						pua-nerd
60811	U+ED8B			Co	Private Use Area	Unknown	none						no						pua-nerd
60812	U+ED8C			Co	Private Use Area	Unknown	none						no						pua-nerd
60813	U+ED8D			Co	Private Use Area	Unknown	none						no						pua-nerd
60814	U+ED8E			Co	Private Use Area	Unknown	none						no						pua-nerd
60815	U+ED8F			Co	Private Use Area	Unknown	none						no						pua-nerd
60816	U+ED90			Co	Private Use Area	Unknown	none						no						pua-nerd
60817	U+ED91			Co	Private Use Area	Unknown	none						no						pua-nerd
60818	U+ED92			Co	Private Use Area	Unknown	none						no						pua-nerd
60819	U+ED93			Co	Private Use Area	Unknown	none						no						pua-nerd
60820	U+ED94			Co	Private Use Area	Unknown	none						no						pua-nerd
60821	U+ED95			Co	Private Use Area	Unknown	none						no						pua-nerd
60822	U+ED96			Co	Private Use Area	Unknown	none						no						pua-nerd
60823	U+ED97			Co	Private Use Area	Unknown	none						no						pua-nerd
60824	U+ED98			Co	Private Use Area	Unknown	none						no						pua-nerd
60825	U+ED99			Co	Private Use Area	Unknown	none						no						pua-nerd
60826	U+ED9A			Co	Private Use Area	Unknown	none						no						pua-nerd
60827	U+ED9B			Co	Private Use Area	Unknown	none						no						pua-nerd
60828	U+ED9C			Co	Private Use Area	Unknown	none						no						pua-nerd
60829	U+ED9D			Co	Private Use Area	Unknown	none						no						pua-nerd
60830	U+ED9E			Co	Private Use Area	Unknown	none						no						pua-nerd
60831	U+ED9F			Co	Private Use Area	Unknown	none						no						pua-nerd
60832	U+EDA0			Co	Private Use Area	Unknown	none						no						pua-nerd
60833	U+EDA1			Co	Private Use Area	Unknown	none						no						pua-nerd
60834	U+EDA2			Co	Private Use Area	Unknown	none						no						pua-nerd
60835	U+EDA3			Co	Private Use Area	Unknown	none						no						pua-nerd
60836	U+EDA4			Co	Private Use Area	Unknown	none						no						pua-nerd
60837	U+EDA5			Co	Private Use Area	Unknown	none						no						pua-nerd
60838	U+EDA6			Co	Private Use Area	Unknown	none						no						pua-nerd
60839	U+EDA7			Co	Private Use Area	Unknown	none						no						pua-nerd
60840	U+EDA8			Co	Private Use Area	Unknown	none						no						pua-nerd
60841	U+EDA9			Co	Private Use Area	Unknown	none						no						pua-nerd
60842	U+EDAA			Co	Private Use Area	Unknown	none						no						pua-nerd
60843	U+EDAB			Co	Private Use Area	Unknown	none						no						pua-nerd
60844	U+EDAC			Co	Private Use Area	Unknown	none						no						pua-nerd
60845	U+EDAD			Co	Private Use Area	Unknown	none						no						pua-nerd
60846	U+EDAE			Co	Private Use Area	Unknown	none						no						pua-nerd
60847	U+EDAF			Co	Private Use Area	Unknown	none						no						pua-nerd
60848	U+EDB0			Co	Private Use Area	Unknown	none						no						pua-nerd
60849	U+EDB1			Co	Private Use Area	Unknown	none						no						pua-nerd
60850	U+EDB2			Co	Private Use Area	Unknown	none						no						pua-nerd
60851	U+EDB3			Co	Private Use Area	Unknown	none						no						pua-nerd
60852	U+EDB4			Co	Private Use Area	Unknown	none						no						pua-nerd
60853	U+EDB5			Co	Private Use Area	Unknown	none						no						pua-nerd
60854	U+EDB6			Co	Private Use Area	Unknown	none						no						pua-nerd
60855	U+EDB7			Co	Private Use Area	Unknown	none						no						pua-nerd
60856	U+EDB8			Co	Private Use Area	Unknown	none						no						pua-nerd
60857	U+EDB9			Co	Private Use Area	Unknown	none						no						pua-nerd
60858	U+EDBA			Co	Private Use Area	Unknown	none						no						pua-nerd
60859	U+EDBB			Co	Private Use Area	Unknown	none						no						pua-nerd
60860	U+EDBC			Co	Private Use Area	Unknown	none						no						pua-nerd
60861	U+EDBD			Co	Private Use Area	Unknown	none						no						pua-nerd
60862	U+EDBE			Co	Private Use Area	Unknown	none						no						pua-nerd
60863	U+EDBF			Co	Private Use Area	Unknown	none						no						pua-nerd
60864	U+EDC0			Co	Private Use Area	Unknown	none						no						pua-nerd
60865	U+EDC1			Co	Private Use Area	Unknown	none						no						pua-nerd
60866	U+EDC2			Co	Private Use Area	Unknown	none						no						pua-nerd
60867	U+EDC3			Co	Private Use Area	Unknown	none						no						pua-nerd
60868	U+EDC4			Co	Private Use Area	Unknown	none						no						pua-nerd
60869	U+EDC5			Co	Private Use Area	Unknown	none						no						pua-nerd
60870	U+EDC6			Co	Private Use Area	Unknown	none						no						pua-nerd
60871	U+EDC7			Co	Private Use Area	Unknown	none						no						pua-nerd
60872	U+EDC8			Co	Private Use Area	Unknown	none						no						pua-nerd
60873	U+EDC9			Co	Private Use Area	Unknown	none						no						pua-nerd
60874	U+EDCA			Co	Private Use Area	Unknown	none						no						pua-nerd
60875	U+EDCB			Co	Private Use Area	Unknown	none						no						pua-nerd
60876	U+EDCC			Co	Private Use Area	Unknown	none						no						pua-nerd
60877	U+EDCD			Co	Private Use Area	Unknown	none						no						pua-nerd
60878	U+EDCE			Co	Private Use Area	Unknown	none						no						pua-nerd
60879	U+EDCF			Co	Private Use Area	Unknown	none						no						pua-nerd
60880	U+EDD0			Co	Private Use Area	Unknown	none						no						pua-nerd
60881	U+EDD1			Co	Private Use Area	Unknown	none						no						pua-nerd
60882	U+EDD2			Co	Private Use Area	Unknown	none						no						pua-nerd
60883	U+EDD3			Co	Private Use Area	Unknown	none						no						pua-nerd
60884	U+EDD4			Co	Private Use Area	Unknown	none						no						pua-nerd
60885	U+EDD5			Co	Private Use Area	Unknown	none						no						pua-nerd
60886	U+EDD6			Co	Private Use Area	Unknown	none						no						pua-nerd
60887	U+EDD7			Co	Private Use Area	Unknown	none						no						pua-nerd
60888	U+EDD8			Co	Private Use Area	Unknown	none						no						pua-nerd
60889	U+EDD9			Co	Private Use Area	Unknown	none						no						pua-nerd
60890	U+EDDA			Co	Private Use Area	Unknown	none						no						pua-nerd
60891	U+EDDB			Co	Private Use Area	Unknown	none						no						pua-nerd
60892	U+EDDC			Co	Private Use Area	Unknown	none						no						pua-nerd
60893	U+EDDD			Co	Private Use Area	Unknown	none						no						pua-nerd
60894	U+EDDE			Co	Private Use Area	Unknown	none						no						pua-nerd
60895	U+EDDF			Co	Private Use Area	Unknown	none						no						pua-nerd
60896	U+EDE0			Co	Private Use Area	Unknown	none						no						pua-nerd
60897	U+EDE1			Co	Private Use Area	Unknown	none						no						pua-nerd
60898	U+EDE2			Co	Private Use Area	Unknown	none						no						pua-nerd
60899	U+EDE3			Co	Private Use Area	Unknown	none						no						pua-nerd
60900	U+EDE4			Co	Private Use Area	Unknown	none						no						pua-nerd
60901	U+EDE5			Co	Private Use Area	Unknown	none						no						pua-nerd
60902	U+EDE6			Co	Private Use Area	Unknown	none						no						pua-nerd
60903	U+EDE7			Co	Private Use Area	Unknown	none						no						pua-nerd
60904	U+EDE8			Co	Private Use Area	Unknown	none						no						pua-nerd
60905	U+EDE9			Co	Private Use Area	Unknown	none						no						pua-nerd
60906	U+EDEA			Co	Private Use Area	Unknown	none						no						pua-nerd
60907	U+EDEB			Co	Private Use Area	Unknown	none						no						pua-nerd
60908	U+EDEC			Co	Private Use Area	Unknown	none						no						pua-nerd
60909	U+EDED			Co	Private Use Area	Unknown	none						no						pua-nerd
60910	U+EDEE			Co	Private Use Area	Unknown	none						no						pua-nerd
60911	U+EDEF			Co	Private Use Area	Unknown	none						no						pua-nerd
60912	U+EDF0			Co	Private Use Area	Unknown	none						no						pua-nerd
60913	U+EDF1			Co	Private Use Area	Unknown	none						no						pua-nerd
60914	U+EDF2			Co	Private Use Area	Unknown	none						no						pua-nerd
60915	U+EDF3			Co	Private Use Area	Unknown	none						no						pua-nerd
60916	U+EDF4			Co	Private Use Area	Unknown	none						no						pua-nerd
60917	U+EDF5			Co	Private Use Area	Unknown	none						no						pua-nerd
60918	U+EDF6			Co	Private Use Area	Unknown	none						no						pua-nerd
60919	U+EDF7			Co	Private Use Area	Unknown	none						no						pua-nerd
60920	U+EDF8			Co	Private Use Area	Unknown	none						no						pua-nerd
60921	U+EDF9			Co	Private Use Area	Unknown	none						no						pua-nerd
60922	U+EDFA			Co	Private Use Area	Unknown	none						no						pua-nerd
60923	U+EDFB			Co	Private Use Area	Unknown	none						no						pua-nerd
60924	U+EDFC			Co	Private Use Area	Unknown	none						no						pua-nerd
60925	U+EDFD			Co	Private Use Area	Unknown	none						no						pua-nerd
60926	U+EDFE			Co	Private Use Area	Unknown	none						no						pua-nerd
60927	U+EDFF			Co	Private Use Area	Unknown	none						no						pua-nerd
60928	U+EE00			Co	Private Use Area	Unknown	none						no						pua-nerd
60929	U+EE01			Co	Private Use Area	Unknown	none						no						pua-nerd
60930	U+EE02			Co	Private Use Area	Unknown	none						no						pua-nerd
60931	U+EE03			Co	Private Use Area	Unknown	none						no						pua-nerd
60932	U+EE04			Co	Private Use Area	Unknown	none						no						pua-nerd
60933	U+EE05			Co	Private Use Area	Unknown	none						no						pua-nerd
60934	U+EE06			Co	Private Use Area	Unknown	none						no						pua-nerd
60935	U+EE07			Co	Private Use Area	Unknown	none						no						pua-nerd
60936	U+EE08			Co	Private Use Area	Unknown	none						no						pua-nerd
60937	U+EE09			Co	Private Use Area	Unknown	none						no						pua-nerd
60938	U+EE0A			Co	Private Use Area	Unknown	none						no						pua-nerd
60939	U+EE0B			Co	Private Use Area	Unknown	none						no						pua-nerd
60940	U+EE0C			Co	Private Use Area	Unknown	none						no						pua-nerd
60941	U+EE0D			Co	Private Use Area	Unknown	none						no						pua-nerd
60942	U+EE0E			Co	Private Use Area	Unknown	none						no						pua-nerd
60943	U+EE0F			Co	Private Use Area	Unknown	none						no						pua-nerd
60944	U+EE10			Co	Private Use Area	Unknown	none						no						pua-nerd
60945	U+EE11			Co	Private Use Area	Unknown	none						no						pua-nerd
60946	U+EE12			Co	Private Use Area	Unknown	none						no						pua-nerd
60947	U+EE13			Co	Private Use Area	Unknown	none						no						pua-nerd
60948	U+EE14			Co	Private Use Area	Unknown	none						no						pua-nerd
60949	U+EE15			Co	Private Use Area	Unknown	none						no						pua-nerd
60950	U+EE16			Co	Private Use Area	Unknown	none						no						pua-nerd
60951	U+EE17			Co	Private Use Area	Unknown	none						no						pua-nerd
60952	U+EE18			Co	Private Use Area	Unknown	none						no						pua-nerd
60953	U+EE19			Co	Private Use Area	Unknown	none						no						pua-nerd
60954	U+EE1A			Co	Private Use Area	Unknown	none						no						pua-nerd
60955	U+EE1B			Co	Private Use Area	Unknown	none						no						pua-nerd
60956	U+EE1C			Co	Private Use Area	Unknown	none						no						pua-nerd
60957	U+EE1D			Co	Private Use Area	Unknown	none						no						pua-nerd
60958	U+EE1E			Co	Private Use Area	Unknown	none						no						pua-nerd
60959	U+EE1F			Co	Private Use Area	Unknown	none						no						pua-nerd
60960	U+EE20			Co	Private Use Area	Unknown	none						no						pua-nerd
60961	U+EE21			Co	Private Use Area	Unknown	none						no						pua-nerd
60962	U+EE22			Co	Private Use Area	Unknown	none						no						pua-nerd
60963	U+EE23			Co	Private Use Area	Unknown	none						no						pua-nerd
60964	U+EE24			Co	Private Use Area	Unknown	none						no						pua-nerd
60965	U+EE25			Co	Private Use Area	Unknown	none						no						pua-nerd
60966	U+EE26			Co	Private Use Area	Unknown	none						no						pua-nerd
60967	U+EE27			Co	Private Use Area	Unknown	none						no						pua-nerd
60968	U+EE28			Co	Private Use Area	Unknown	none						no						pua-nerd
60969	U+EE29			Co	Private Use Area	Unknown	none						no						pua-nerd
60970	U+EE2A			Co	Private Use Area	Unknown	none						no						pua-nerd
60971	U+EE2B			Co	Private Use Area	Unknown	none						no						pua-nerd
60972	U+EE2C			Co	Private Use Area	Unknown	none						no						pua-nerd
60973	U+EE2D			Co	Private Use Area	Unknown	none						no						pua-nerd
60974	U+EE2E			Co	Private Use Area	Unknown	none						no						pua-nerd
60975	U+EE2F			Co	Private Use Area	Unknown	none						no						pua-nerd
60976	U+EE30			Co	Private Use Area	Unknown	none						no						pua-nerd
60977	U+EE31			Co	Private Use Area	Unknown	none						no						pua-nerd
60978	U+EE32			Co	Private Use Area	Unknown	none						no						pua-nerd
60979	U+EE33			Co	Private Use Area	Unknown	none						no						pua-nerd
60980	U+EE34			Co	Private Use Area	Unknown	none						no						pua-nerd
60981	U+EE35			Co	Private Use Area	Unknown	none						no						pua-nerd
60982	U+EE36			Co	Private Use Area	Unknown	none						no						pua-nerd
60983	U+EE37			Co	Private Use Area	Unknown	none						no						pua-nerd
60984	U+EE38			Co	Private Use Area	Unknown	none						no						pua-nerd
60985	U+EE39			Co	Private Use Area	Unknown	none						no						pua-nerd
60986	U+EE3A			Co	Private Use Area	Unknown	none						no						pua-nerd
60987	U+EE3B			Co	Private Use Area	Unknown	none						no						pua-nerd
60988	U+EE3C			Co	Private Use Area	Unknown	none						no						pua-nerd
60989	U+EE3D			Co	Private Use Area	Unknown	none						no						pua-nerd
60990	U+EE3E			Co	Private Use Area	Unknown	none						no						pua-nerd
