cp	hex	char	block	preferred	used_face	n_fonts	preferred_has_native	alt_fonts
45155	U+B063	끣	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45156	U+B064	끤	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45157	U+B065	끥	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45158	U+B066	끦	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45159	U+B067	끧	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45160	U+B068	끨	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45161	U+B069	끩	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45162	U+B06A	끪	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45163	U+B06B	끫	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45164	U+B06C	끬	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45165	U+B06D	끭	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45166	U+B06E	끮	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45167	U+B06F	끯	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45168	U+B070	끰	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45169	U+B071	끱	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45170	U+B072	끲	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45171	U+B073	끳	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45172	U+B074	끴	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45173	U+B075	끵	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45174	U+B076	끶	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45175	U+B077	끷	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45176	U+B078	끸	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45177	U+B079	끹	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45178	U+B07A	끺	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45179	U+B07B	끻	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45180	U+B07C	끼	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45181	U+B07D	끽	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45182	U+B07E	끾	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45183	U+B07F	끿	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45184	U+B080	낀	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45185	U+B081	낁	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45186	U+B082	낂	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45187	U+B083	낃	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45188	U+B084	낄	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45189	U+B085	낅	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45190	U+B086	낆	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45191	U+B087	낇	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45192	U+B088	낈	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45193	U+B089	낉	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45194	U+B08A	낊	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45195	U+B08B	낋	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45196	U+B08C	낌	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45197	U+B08D	낍	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45198	U+B08E	낎	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45199	U+B08F	낏	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45200	U+B090	낐	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45201	U+B091	낑	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45202	U+B092	낒	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45203	U+B093	낓	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45204	U+B094	낔	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45205	U+B095	낕	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45206	U+B096	낖	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45207	U+B097	낗	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45208	U+B098	나	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45209	U+B099	낙	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45210	U+B09A	낚	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45211	U+B09B	낛	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45212	U+B09C	난	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45213	U+B09D	낝	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45214	U+B09E	낞	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45215	U+B09F	낟	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45216	U+B0A0	날	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45217	U+B0A1	낡	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45218	U+B0A2	낢	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45219	U+B0A3	낣	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45220	U+B0A4	낤	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45221	U+B0A5	낥	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45222	U+B0A6	낦	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45223	U+B0A7	낧	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45224	U+B0A8	남	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45225	U+B0A9	납	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45226	U+B0AA	낪	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45227	U+B0AB	낫	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45228	U+B0AC	났	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45229	U+B0AD	낭	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45230	U+B0AE	낮	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45231	U+B0AF	낯	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45232	U+B0B0	낰	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45233	U+B0B1	낱	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45234	U+B0B2	낲	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45235	U+B0B3	낳	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45236	U+B0B4	내	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45237	U+B0B5	낵	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45238	U+B0B6	낶	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45239	U+B0B7	낷	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45240	U+B0B8	낸	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45241	U+B0B9	낹	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45242	U+B0BA	낺	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45243	U+B0BB	낻	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45244	U+B0BC	낼	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45245	U+B0BD	낽	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45246	U+B0BE	낾	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45247	U+B0BF	낿	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45248	U+B0C0	냀	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45249	U+B0C1	냁	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45250	U+B0C2	냂	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45251	U+B0C3	냃	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45252	U+B0C4	냄	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45253	U+B0C5	냅	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45254	U+B0C6	냆	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45255	U+B0C7	냇	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45256	U+B0C8	냈	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45257	U+B0C9	냉	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45258	U+B0CA	냊	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45259	U+B0CB	냋	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45260	U+B0CC	냌	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45261	U+B0CD	냍	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45262	U+B0CE	냎	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45263	U+B0CF	냏	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45264	U+B0D0	냐	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45265	U+B0D1	냑	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45266	U+B0D2	냒	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45267	U+B0D3	냓	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45268	U+B0D4	냔	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45269	U+B0D5	냕	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45270	U+B0D6	냖	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45271	U+B0D7	냗	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45272	U+B0D8	냘	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45273	U+B0D9	냙	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45274	U+B0DA	냚	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45275	U+B0DB	냛	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45276	U+B0DC	냜	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45277	U+B0DD	냝	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45278	U+B0DE	냞	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45279	U+B0DF	냟	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45280	U+B0E0	냠	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45281	U+B0E1	냡	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45282	U+B0E2	냢	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45283	U+B0E3	냣	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45284	U+B0E4	냤	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45285	U+B0E5	냥	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45286	U+B0E6	냦	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45287	U+B0E7	냧	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45288	U+B0E8	냨	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45289	U+B0E9	냩	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45290	U+B0EA	냪	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45291	U+B0EB	냫	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45292	U+B0EC	냬	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45293	U+B0ED	냭	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45294	U+B0EE	냮	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45295	U+B0EF	냯	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45296	U+B0F0	냰	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45297	U+B0F1	냱	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45298	U+B0F2	냲	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45299	U+B0F3	냳	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45300	U+B0F4	냴	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45301	U+B0F5	냵	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45302	U+B0F6	냶	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45303	U+B0F7	냷	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45304	U+B0F8	냸	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45305	U+B0F9	냹	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45306	U+B0FA	냺	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45307	U+B0FB	냻	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45308	U+B0FC	냼	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45309	U+B0FD	냽	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45310	U+B0FE	냾	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45311	U+B0FF	냿	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45312	U+B100	넀	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45313	U+B101	넁	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45314	U+B102	넂	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45315	U+B103	넃	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45316	U+B104	넄	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45317	U+B105	넅	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45318	U+B106	넆	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45319	U+B107	넇	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45320	U+B108	너	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45321	U+B109	넉	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45322	U+B10A	넊	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45323	U+B10B	넋	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45324	U+B10C	넌	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45325	U+B10D	넍	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45326	U+B10E	넎	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45327	U+B10F	넏	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45328	U+B110	널	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45329	U+B111	넑	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45330	U+B112	넒	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45331	U+B113	넓	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45332	U+B114	넔	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45333	U+B115	넕	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45334	U+B116	넖	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45335	U+B117	넗	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45336	U+B118	넘	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45337	U+B119	넙	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45338	U+B11A	넚	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45339	U+B11B	넛	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45340	U+B11C	넜	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45341	U+B11D	넝	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45342	U+B11E	넞	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45343	U+B11F	넟	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45344	U+B120	넠	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45345	U+B121	넡	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45346	U+B122	넢	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45347	U+B123	넣	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45348	U+B124	네	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45349	U+B125	넥	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45350	U+B126	넦	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45351	U+B127	넧	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45352	U+B128	넨	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45353	U+B129	넩	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45354	U+B12A	넪	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45355	U+B12B	넫	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45356	U+B12C	넬	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45357	U+B12D	넭	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45358	U+B12E	넮	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45359	U+B12F	넯	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45360	U+B130	넰	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45361	U+B131	넱	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45362	U+B132	넲	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45363	U+B133	넳	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45364	U+B134	넴	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45365	U+B135	넵	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45366	U+B136	넶	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45367	U+B137	넷	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45368	U+B138	넸	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45369	U+B139	넹	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45370	U+B13A	넺	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45371	U+B13B	넻	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45372	U+B13C	넼	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45373	U+B13D	넽	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45374	U+B13E	넾	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45375	U+B13F	넿	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45376	U+B140	녀	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45377	U+B141	녁	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45378	U+B142	녂	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45379	U+B143	녃	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45380	U+B144	년	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45381	U+B145	녅	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45382	U+B146	녆	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45383	U+B147	녇	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45384	U+B148	녈	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45385	U+B149	녉	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45386	U+B14A	녊	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45387	U+B14B	녋	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45388	U+B14C	녌	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45389	U+B14D	녍	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45390	U+B14E	녎	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45391	U+B14F	녏	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45392	U+B150	념	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45393	U+B151	녑	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45394	U+B152	녒	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45395	U+B153	녓	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45396	U+B154	녔	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45397	U+B155	녕	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45398	U+B156	녖	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45399	U+B157	녗	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45400	U+B158	녘	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45401	U+B159	녙	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45402	U+B15A	녚	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45403	U+B15B	녛	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45404	U+B15C	녜	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45405	U+B15D	녝	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45406	U+B15E	녞	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45407	U+B15F	녟	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45408	U+B160	녠	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45409	U+B161	녡	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45410	U+B162	녢	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45411	U+B163	녣	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45412	U+B164	녤	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45413	U+B165	녥	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45414	U+B166	녦	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45415	U+B167	녧	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45416	U+B168	녨	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45417	U+B169	녩	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
