cp	hex	char	utf8_bytes	o200k_base_n	o200k_base_ids	o200k_base_rt	o200k_base_bucket	o200k_harmony_n	o200k_harmony_ids	o200k_harmony_rt	o200k_harmony_bucket	cl100k_base_n	cl100k_base_ids	cl100k_base_rt	cl100k_base_bucket	r50k_base_n	r50k_base_ids	r50k_base_rt	r50k_base_bucket	llama32_n	llama32_ids	llama32_rt	llama32_bucket	claude_xenova_n	claude_xenova_ids	claude_xenova_rt	claude_xenova_bucket
4783	U+12AF	ኯ	3	2	74708,107	yes	byte-ish	2	74708,107	yes	byte-ish	3	157,232,107	yes	byte-ish	3	157,232,107	yes	byte-ish	4	128000,157,232,107	yes	fragmented	3	162,237,112	yes	byte-ish
4784	U+12B0	ኰ	3	2	74708,108	yes	byte-ish	2	74708,108	yes	byte-ish	3	157,232,108	yes	byte-ish	3	157,232,108	yes	byte-ish	4	128000,157,232,108	yes	fragmented	3	162,237,113	yes	byte-ish
4786	U+12B2	ኲ	3	2	74708,110	yes	byte-ish	2	74708,110	yes	byte-ish	3	157,232,110	yes	byte-ish	3	157,232,110	yes	byte-ish	4	128000,157,232,110	yes	fragmented	3	162,237,115	yes	byte-ish
4787	U+12B3	ኳ	3	2	74708,111	yes	byte-ish	2	74708,111	yes	byte-ish	3	157,232,111	yes	byte-ish	3	157,232,111	yes	byte-ish	4	128000,157,232,111	yes	fragmented	3	162,237,116	yes	byte-ish
4788	U+12B4	ኴ	3	2	74708,112	yes	byte-ish	2	74708,112	yes	byte-ish	3	157,232,112	yes	byte-ish	3	157,232,112	yes	byte-ish	4	128000,157,232,112	yes	fragmented	3	162,237,117	yes	byte-ish
4789	U+12B5	ኵ	3	2	74708,113	yes	byte-ish	2	74708,113	yes	byte-ish	3	157,232,113	yes	byte-ish	3	157,232,113	yes	byte-ish	4	128000,157,232,113	yes	fragmented	3	162,237,118	yes	byte-ish
4792	U+12B8	ኸ	3	2	74708,116	yes	byte-ish	2	74708,116	yes	byte-ish	3	157,232,116	yes	byte-ish	3	157,232,116	yes	byte-ish	4	128000,157,232,116	yes	fragmented	3	162,237,121	yes	byte-ish
4793	U+12B9	ኹ	3	2	74708,117	yes	byte-ish	2	74708,117	yes	byte-ish	3	157,232,117	yes	byte-ish	3	157,232,117	yes	byte-ish	4	128000,157,232,117	yes	fragmented	3	162,237,122	yes	byte-ish
4794	U+12BA	ኺ	3	2	74708,118	yes	byte-ish	2	74708,118	yes	byte-ish	3	157,232,118	yes	byte-ish	3	157,232,118	yes	byte-ish	4	128000,157,232,118	yes	fragmented	3	162,237,123	yes	byte-ish
4795	U+12BB	ኻ	3	2	74708,119	yes	byte-ish	2	74708,119	yes	byte-ish	3	157,232,119	yes	byte-ish	3	157,232,119	yes	byte-ish	4	128000,157,232,119	yes	fragmented	3	162,237,124	yes	byte-ish
4796	U+12BC	ኼ	3	2	74708,120	yes	byte-ish	2	74708,120	yes	byte-ish	3	157,232,120	yes	byte-ish	3	157,232,120	yes	byte-ish	4	128000,157,232,120	yes	fragmented	3	162,237,125	yes	byte-ish
4797	U+12BD	ኽ	3	2	74708,121	yes	byte-ish	2	74708,121	yes	byte-ish	3	157,232,121	yes	byte-ish	3	157,232,121	yes	byte-ish	4	128000,157,232,121	yes	fragmented	3	162,237,126	yes	byte-ish
4798	U+12BE	ኾ	3	2	74708,122	yes	byte-ish	2	74708,122	yes	byte-ish	3	157,232,122	yes	byte-ish	3	157,232,122	yes	byte-ish	4	128000,157,232,122	yes	fragmented	3	162,237,127	yes	byte-ish
4800	U+12C0	ዀ	3	2	76255,222	yes	byte-ish	2	76255,222	yes	byte-ish	3	157,233,222	yes	byte-ish	3	157,233,222	yes	byte-ish	4	128000,157,233,222	yes	fragmented	3	162,238,227	yes	byte-ish
4802	U+12C2	ዂ	3	2	76255,224	yes	byte-ish	2	76255,224	yes	byte-ish	3	157,233,224	yes	byte-ish	3	157,233,224	yes	byte-ish	4	128000,157,233,224	yes	fragmented	3	162,238,229	yes	byte-ish
4803	U+12C3	ዃ	3	2	76255,225	yes	byte-ish	2	76255,225	yes	byte-ish	3	157,233,225	yes	byte-ish	3	157,233,225	yes	byte-ish	4	128000,157,233,225	yes	fragmented	3	162,238,230	yes	byte-ish
4804	U+12C4	ዄ	3	2	76255,226	yes	byte-ish	2	76255,226	yes	byte-ish	3	157,233,226	yes	byte-ish	3	157,233,226	yes	byte-ish	4	128000,157,233,226	yes	fragmented	3	162,238,231	yes	byte-ish
4805	U+12C5	ዅ	3	2	76255,227	yes	byte-ish	2	76255,227	yes	byte-ish	3	157,233,227	yes	byte-ish	3	157,233,227	yes	byte-ish	4	128000,157,233,227	yes	fragmented	3	162,238,232	yes	byte-ish
4808	U+12C8	ወ	3	2	76255,230	yes	byte-ish	2	76255,230	yes	byte-ish	3	157,233,230	yes	byte-ish	3	157,233,230	yes	byte-ish	4	128000,157,233,230	yes	fragmented	3	162,238,235	yes	byte-ish
4809	U+12C9	ዉ	3	2	76255,231	yes	byte-ish	2	76255,231	yes	byte-ish	3	157,233,231	yes	byte-ish	3	157,233,231	yes	byte-ish	4	128000,157,233,231	yes	fragmented	3	162,238,236	yes	byte-ish
4810	U+12CA	ዊ	3	2	76255,232	yes	byte-ish	2	76255,232	yes	byte-ish	3	157,233,232	yes	byte-ish	3	157,233,232	yes	byte-ish	4	128000,157,233,232	yes	fragmented	3	162,238,237	yes	byte-ish
4811	U+12CB	ዋ	3	2	76255,233	yes	byte-ish	2	76255,233	yes	byte-ish	3	157,233,233	yes	byte-ish	3	157,233,233	yes	byte-ish	4	128000,157,233,233	yes	fragmented	3	162,238,238	yes	byte-ish
4812	U+12CC	ዌ	3	2	76255,234	yes	byte-ish	2	76255,234	yes	byte-ish	3	157,233,234	yes	byte-ish	3	157,233,234	yes	byte-ish	4	128000,157,233,234	yes	fragmented	3	162,238,239	yes	byte-ish
4813	U+12CD	ው	3	2	76255,235	yes	byte-ish	2	76255,235	yes	byte-ish	3	157,233,235	yes	byte-ish	3	157,233,235	yes	byte-ish	4	128000,157,233,235	yes	fragmented	3	162,238,240	yes	byte-ish
4814	U+12CE	ዎ	3	2	76255,236	yes	byte-ish	2	76255,236	yes	byte-ish	3	157,233,236	yes	byte-ish	3	157,233,236	yes	byte-ish	4	128000,157,233,236	yes	fragmented	3	162,238,241	yes	byte-ish
4815	U+12CF	ዏ	3	2	76255,237	yes	byte-ish	2	76255,237	yes	byte-ish	3	157,233,237	yes	byte-ish	3	157,233,237	yes	byte-ish	4	128000,157,233,237	yes	fragmented	3	162,238,242	yes	byte-ish
4816	U+12D0	ዐ	3	2	76255,238	yes	byte-ish	2	76255,238	yes	byte-ish	3	157,233,238	yes	byte-ish	3	157,233,238	yes	byte-ish	4	128000,157,233,238	yes	fragmented	3	162,238,243	yes	byte-ish
4817	U+12D1	ዑ	3	2	76255,239	yes	byte-ish	2	76255,239	yes	byte-ish	3	157,233,239	yes	byte-ish	3	157,233,239	yes	byte-ish	4	128000,157,233,239	yes	fragmented	3	162,238,244	yes	byte-ish
4818	U+12D2	ዒ	3	2	76255,240	yes	byte-ish	2	76255,240	yes	byte-ish	3	157,233,240	yes	byte-ish	3	157,233,240	yes	byte-ish	4	128000,157,233,240	yes	fragmented	3	162,238,245	yes	byte-ish
4819	U+12D3	ዓ	3	2	76255,241	yes	byte-ish	2	76255,241	yes	byte-ish	3	157,233,241	yes	byte-ish	3	157,233,241	yes	byte-ish	4	128000,157,233,241	yes	fragmented	3	162,238,246	yes	byte-ish
4820	U+12D4	ዔ	3	2	76255,242	yes	byte-ish	2	76255,242	yes	byte-ish	3	157,233,242	yes	byte-ish	3	157,233,242	yes	byte-ish	4	128000,157,233,242	yes	fragmented	3	162,238,247	yes	byte-ish
4821	U+12D5	ዕ	3	2	76255,243	yes	byte-ish	2	76255,243	yes	byte-ish	3	157,233,243	yes	byte-ish	3	157,233,243	yes	byte-ish	4	128000,157,233,243	yes	fragmented	3	162,238,248	yes	byte-ish
4822	U+12D6	ዖ	3	2	76255,244	yes	byte-ish	2	76255,244	yes	byte-ish	3	157,233,244	yes	byte-ish	3	157,233,244	yes	byte-ish	4	128000,157,233,244	yes	fragmented	3	162,238,249	yes	byte-ish
4824	U+12D8	ዘ	3	2	76255,246	yes	byte-ish	2	76255,246	yes	byte-ish	3	157,233,246	yes	byte-ish	3	157,233,246	yes	byte-ish	4	128000,157,233,246	yes	fragmented	3	162,238,251	yes	byte-ish
4825	U+12D9	ዙ	3	2	76255,247	yes	byte-ish	2	76255,247	yes	byte-ish	3	157,233,247	yes	byte-ish	3	157,233,247	yes	byte-ish	4	128000,157,233,247	yes	fragmented	3	162,238,252	yes	byte-ish
4826	U+12DA	ዚ	3	2	76255,248	yes	byte-ish	2	76255,248	yes	byte-ish	3	157,233,248	yes	byte-ish	3	157,233,248	yes	byte-ish	4	128000,157,233,248	yes	fragmented	3	162,238,253	yes	byte-ish
4827	U+12DB	ዛ	3	2	76255,249	yes	byte-ish	2	76255,249	yes	byte-ish	3	157,233,249	yes	byte-ish	3	157,233,249	yes	byte-ish	4	128000,157,233,249	yes	fragmented	3	162,238,254	yes	byte-ish
4828	U+12DC	ዜ	3	2	76255,250	yes	byte-ish	2	76255,250	yes	byte-ish	3	157,233,250	yes	byte-ish	3	157,233,250	yes	byte-ish	4	128000,157,233,250	yes	fragmented	3	162,238,255	yes	byte-ish
4829	U+12DD	ዝ	3	2	76255,251	yes	byte-ish	2	76255,251	yes	byte-ish	3	157,233,251	yes	byte-ish	3	157,233,251	yes	byte-ish	4	128000,157,233,251	yes	fragmented	3	162,238,256	yes	byte-ish
4830	U+12DE	ዞ	3	2	76255,252	yes	byte-ish	2	76255,252	yes	byte-ish	3	157,233,252	yes	byte-ish	3	157,233,252	yes	byte-ish	4	128000,157,233,252	yes	fragmented	3	162,238,257	yes	byte-ish
4831	U+12DF	ዟ	3	2	76255,253	yes	byte-ish	2	76255,253	yes	byte-ish	3	157,233,253	yes	byte-ish	3	157,233,253	yes	byte-ish	4	128000,157,233,253	yes	fragmented	3	162,238,258	yes	byte-ish
4832	U+12E0	ዠ	3	2	76255,254	yes	byte-ish	2	76255,254	yes	byte-ish	3	157,233,254	yes	byte-ish	3	157,233,254	yes	byte-ish	4	128000,157,233,254	yes	fragmented	3	162,238,259	yes	byte-ish
4833	U+12E1	ዡ	3	2	76255,94	yes	byte-ish	2	76255,94	yes	byte-ish	3	157,233,94	yes	byte-ish	3	157,233,94	yes	byte-ish	4	128000,157,233,94	yes	fragmented	3	162,238,99	yes	byte-ish
4834	U+12E2	ዢ	3	2	76255,95	yes	byte-ish	2	76255,95	yes	byte-ish	3	157,233,95	yes	byte-ish	3	157,233,95	yes	byte-ish	4	128000,157,233,95	yes	fragmented	3	162,238,100	yes	byte-ish
4835	U+12E3	ዣ	3	2	76255,96	yes	byte-ish	2	76255,96	yes	byte-ish	3	157,233,96	yes	byte-ish	3	157,233,96	yes	byte-ish	4	128000,157,233,96	yes	fragmented	3	162,238,101	yes	byte-ish
4836	U+12E4	ዤ	3	2	76255,97	yes	byte-ish	2	76255,97	yes	byte-ish	3	157,233,97	yes	byte-ish	3	157,233,97	yes	byte-ish	4	128000,157,233,97	yes	fragmented	3	162,238,102	yes	byte-ish
4837	U+12E5	ዥ	3	2	76255,98	yes	byte-ish	2	76255,98	yes	byte-ish	3	157,233,98	yes	byte-ish	3	157,233,98	yes	byte-ish	4	128000,157,233,98	yes	fragmented	3	162,238,103	yes	byte-ish
4838	U+12E6	ዦ	3	2	76255,99	yes	byte-ish	2	76255,99	yes	byte-ish	3	157,233,99	yes	byte-ish	3	157,233,99	yes	byte-ish	4	128000,157,233,99	yes	fragmented	3	162,238,104	yes	byte-ish
4839	U+12E7	ዧ	3	2	76255,100	yes	byte-ish	2	76255,100	yes	byte-ish	3	157,233,100	yes	byte-ish	3	157,233,100	yes	byte-ish	4	128000,157,233,100	yes	fragmented	3	162,238,105	yes	byte-ish
4840	U+12E8	የ	3	2	76255,101	yes	byte-ish	2	76255,101	yes	byte-ish	3	157,233,101	yes	byte-ish	3	157,233,101	yes	byte-ish	4	128000,157,233,101	yes	fragmented	3	162,238,106	yes	byte-ish
4841	U+12E9	ዩ	3	2	76255,102	yes	byte-ish	2	76255,102	yes	byte-ish	3	157,233,102	yes	byte-ish	3	157,233,102	yes	byte-ish	4	128000,157,233,102	yes	fragmented	3	162,238,107	yes	byte-ish
4842	U+12EA	ዪ	3	2	76255,103	yes	byte-ish	2	76255,103	yes	byte-ish	3	157,233,103	yes	byte-ish	3	157,233,103	yes	byte-ish	4	128000,157,233,103	yes	fragmented	3	162,238,108	yes	byte-ish
4843	U+12EB	ያ	3	2	76255,104	yes	byte-ish	2	76255,104	yes	byte-ish	3	157,233,104	yes	byte-ish	3	157,233,104	yes	byte-ish	4	128000,157,233,104	yes	fragmented	3	162,238,109	yes	byte-ish
4844	U+12EC	ዬ	3	2	76255,105	yes	byte-ish	2	76255,105	yes	byte-ish	3	157,233,105	yes	byte-ish	3	157,233,105	yes	byte-ish	4	128000,157,233,105	yes	fragmented	3	162,238,110	yes	byte-ish
4845	U+12ED	ይ	3	2	76255,255	yes	byte-ish	2	76255,255	yes	byte-ish	3	157,233,255	yes	byte-ish	3	157,233,255	yes	byte-ish	4	128000,157,233,255	yes	fragmented	3	162,238,260	yes	byte-ish
4846	U+12EE	ዮ	3	2	76255,106	yes	byte-ish	2	76255,106	yes	byte-ish	3	157,233,106	yes	byte-ish	3	157,233,106	yes	byte-ish	4	128000,157,233,106	yes	fragmented	3	162,238,111	yes	byte-ish
4847	U+12EF	ዯ	3	2	76255,107	yes	byte-ish	2	76255,107	yes	byte-ish	3	157,233,107	yes	byte-ish	3	157,233,107	yes	byte-ish	4	128000,157,233,107	yes	fragmented	3	162,238,112	yes	byte-ish
4848	U+12F0	ደ	3	2	76255,108	yes	byte-ish	2	76255,108	yes	byte-ish	3	157,233,108	yes	byte-ish	3	157,233,108	yes	byte-ish	4	128000,157,233,108	yes	fragmented	3	162,238,113	yes	byte-ish
4849	U+12F1	ዱ	3	2	76255,109	yes	byte-ish	2	76255,109	yes	byte-ish	3	157,233,109	yes	byte-ish	3	157,233,109	yes	byte-ish	4	128000,157,233,109	yes	fragmented	3	162,238,114	yes	byte-ish
4850	U+12F2	ዲ	3	2	76255,110	yes	byte-ish	2	76255,110	yes	byte-ish	3	157,233,110	yes	byte-ish	3	157,233,110	yes	byte-ish	4	128000,157,233,110	yes	fragmented	3	162,238,115	yes	byte-ish
4851	U+12F3	ዳ	3	2	76255,111	yes	byte-ish	2	76255,111	yes	byte-ish	3	157,233,111	yes	byte-ish	3	157,233,111	yes	byte-ish	4	128000,157,233,111	yes	fragmented	3	162,238,116	yes	byte-ish
4852	U+12F4	ዴ	3	2	76255,112	yes	byte-ish	2	76255,112	yes	byte-ish	3	157,233,112	yes	byte-ish	3	157,233,112	yes	byte-ish	4	128000,157,233,112	yes	fragmented	3	162,238,117	yes	byte-ish
4853	U+12F5	ድ	3	2	76255,113	yes	byte-ish	2	76255,113	yes	byte-ish	3	157,233,113	yes	byte-ish	3	157,233,113	yes	byte-ish	4	128000,157,233,113	yes	fragmented	3	162,238,118	yes	byte-ish
4854	U+12F6	ዶ	3	2	76255,114	yes	byte-ish	2	76255,114	yes	byte-ish	3	157,233,114	yes	byte-ish	3	157,233,114	yes	byte-ish	4	128000,157,233,114	yes	fragmented	3	162,238,119	yes	byte-ish
4855	U+12F7	ዷ	3	2	76255,115	yes	byte-ish	2	76255,115	yes	byte-ish	3	157,233,115	yes	byte-ish	3	157,233,115	yes	byte-ish	4	128000,157,233,115	yes	fragmented	3	162,238,120	yes	byte-ish
4856	U+12F8	ዸ	3	2	76255,116	yes	byte-ish	2	76255,116	yes	byte-ish	3	157,233,116	yes	byte-ish	3	157,233,116	yes	byte-ish	4	128000,157,233,116	yes	fragmented	3	162,238,121	yes	byte-ish
4857	U+12F9	ዹ	3	2	76255,117	yes	byte-ish	2	76255,117	yes	byte-ish	3	157,233,117	yes	byte-ish	3	157,233,117	yes	byte-ish	4	128000,157,233,117	yes	fragmented	3	162,238,122	yes	byte-ish
4858	U+12FA	ዺ	3	2	76255,118	yes	byte-ish	2	76255,118	yes	byte-ish	3	157,233,118	yes	byte-ish	3	157,233,118	yes	byte-ish	4	128000,157,233,118	yes	fragmented	3	162,238,123	yes	byte-ish
4859	U+12FB	ዻ	3	2	76255,119	yes	byte-ish	2	76255,119	yes	byte-ish	3	157,233,119	yes	byte-ish	3	157,233,119	yes	byte-ish	4	128000,157,233,119	yes	fragmented	3	162,238,124	yes	byte-ish
4860	U+12FC	ዼ	3	2	76255,120	yes	byte-ish	2	76255,120	yes	byte-ish	3	157,233,120	yes	byte-ish	3	157,233,120	yes	byte-ish	4	128000,157,233,120	yes	fragmented	3	162,238,125	yes	byte-ish
4861	U+12FD	ዽ	3	2	76255,121	yes	byte-ish	2	76255,121	yes	byte-ish	3	157,233,121	yes	byte-ish	3	157,233,121	yes	byte-ish	4	128000,157,233,121	yes	fragmented	3	162,238,126	yes	byte-ish
4862	U+12FE	ዾ	3	2	76255,122	yes	byte-ish	2	76255,122	yes	byte-ish	3	157,233,122	yes	byte-ish	3	157,233,122	yes	byte-ish	4	128000,157,233,122	yes	fragmented	3	162,238,127	yes	byte-ish
4863	U+12FF	ዿ	3	2	76255,123	yes	byte-ish	2	76255,123	yes	byte-ish	3	157,233,123	yes	byte-ish	3	157,233,123	yes	byte-ish	4	128000,157,233,123	yes	fragmented	3	162,238,128	yes	byte-ish
4864	U+1300	ጀ	3	2	157,5344	yes	byte-ish	2	157,5344	yes	byte-ish	2	157,40934	yes	byte-ish	3	157,234,222	yes	byte-ish	3	128000,157,40934	yes	byte-ish	2	162,34745	yes	byte-ish
4865	U+1301	ጁ	3	2	147404,223	yes	byte-ish	2	147404,223	yes	byte-ish	3	157,234,223	yes	byte-ish	3	157,234,223	yes	byte-ish	4	128000,157,234,223	yes	fragmented	3	162,239,228	yes	byte-ish
4866	U+1302	ጂ	3	2	147404,224	yes	byte-ish	2	147404,224	yes	byte-ish	3	157,234,224	yes	byte-ish	3	157,234,224	yes	byte-ish	4	128000,157,234,224	yes	fragmented	3	162,239,229	yes	byte-ish
4867	U+1303	ጃ	3	2	147404,225	yes	byte-ish	2	147404,225	yes	byte-ish	3	157,234,225	yes	byte-ish	3	157,234,225	yes	byte-ish	4	128000,157,234,225	yes	fragmented	3	162,239,230	yes	byte-ish
4868	U+1304	ጄ	3	2	147404,226	yes	byte-ish	2	147404,226	yes	byte-ish	3	157,234,226	yes	byte-ish	3	157,234,226	yes	byte-ish	4	128000,157,234,226	yes	fragmented	3	162,239,231	yes	byte-ish
4869	U+1305	ጅ	3	2	147404,227	yes	byte-ish	2	147404,227	yes	byte-ish	3	157,234,227	yes	byte-ish	3	157,234,227	yes	byte-ish	4	128000,157,234,227	yes	fragmented	3	162,239,232	yes	byte-ish
4870	U+1306	ጆ	3	2	147404,228	yes	byte-ish	2	147404,228	yes	byte-ish	3	157,234,228	yes	byte-ish	3	157,234,228	yes	byte-ish	4	128000,157,234,228	yes	fragmented	3	162,239,233	yes	byte-ish
4871	U+1307	ጇ	3	2	147404,229	yes	byte-ish	2	147404,229	yes	byte-ish	3	157,234,229	yes	byte-ish	3	157,234,229	yes	byte-ish	4	128000,157,234,229	yes	fragmented	3	162,239,234	yes	byte-ish
4872	U+1308	ገ	3	2	147404,230	yes	byte-ish	2	147404,230	yes	byte-ish	3	157,234,230	yes	byte-ish	3	157,234,230	yes	byte-ish	4	128000,157,234,230	yes	fragmented	3	162,239,235	yes	byte-ish
4873	U+1309	ጉ	3	2	147404,231	yes	byte-ish	2	147404,231	yes	byte-ish	3	157,234,231	yes	byte-ish	3	157,234,231	yes	byte-ish	4	128000,157,234,231	yes	fragmented	3	162,239,236	yes	byte-ish
4874	U+130A	ጊ	3	2	147404,232	yes	byte-ish	2	147404,232	yes	byte-ish	3	157,234,232	yes	byte-ish	3	157,234,232	yes	byte-ish	4	128000,157,234,232	yes	fragmented	3	162,239,237	yes	byte-ish
4875	U+130B	ጋ	3	2	147404,233	yes	byte-ish	2	147404,233	yes	byte-ish	3	157,234,233	yes	byte-ish	3	157,234,233	yes	byte-ish	4	128000,157,234,233	yes	fragmented	3	162,239,238	yes	byte-ish
4876	U+130C	ጌ	3	2	147404,234	yes	byte-ish	2	147404,234	yes	byte-ish	3	157,234,234	yes	byte-ish	3	157,234,234	yes	byte-ish	4	128000,157,234,234	yes	fragmented	2	162,33740	yes	byte-ish
4877	U+130D	ግ	3	2	147404,235	yes	byte-ish	2	147404,235	yes	byte-ish	3	157,234,235	yes	byte-ish	3	157,234,235	yes	byte-ish	4	128000,157,234,235	yes	fragmented	3	162,239,240	yes	byte-ish
4878	U+130E	ጎ	3	2	147404,236	yes	byte-ish	2	147404,236	yes	byte-ish	3	157,234,236	yes	byte-ish	3	157,234,236	yes	byte-ish	4	128000,157,234,236	yes	fragmented	3	162,239,241	yes	byte-ish
4879	U+130F	ጏ	3	2	147404,237	yes	byte-ish	2	147404,237	yes	byte-ish	3	157,234,237	yes	byte-ish	3	157,234,237	yes	byte-ish	4	128000,157,234,237	yes	fragmented	3	162,239,242	yes	byte-ish
4880	U+1310	ጐ	3	2	147404,238	yes	byte-ish	2	147404,238	yes	byte-ish	3	157,234,238	yes	byte-ish	3	157,234,238	yes	byte-ish	4	128000,157,234,238	yes	fragmented	3	162,239,243	yes	byte-ish
4882	U+1312	ጒ	3	2	147404,240	yes	byte-ish	2	147404,240	yes	byte-ish	3	157,234,240	yes	byte-ish	3	157,234,240	yes	byte-ish	3	128000,157,102032	yes	byte-ish	3	162,239,245	yes	byte-ish
4883	U+1313	ጓ	3	2	157,39654	yes	byte-ish	2	157,39654	yes	byte-ish	3	157,234,241	yes	byte-ish	3	157,234,241	yes	byte-ish	3	128000,157,107569	yes	byte-ish	3	162,239,246	yes	byte-ish
4884	U+1314	ጔ	3	2	147404,242	yes	byte-ish	2	147404,242	yes	byte-ish	3	157,234,242	yes	byte-ish	3	157,234,242	yes	byte-ish	4	128000,157,234,242	yes	fragmented	3	162,239,247	yes	byte-ish
4885	U+1315	ጕ	3	2	147404,243	yes	byte-ish	2	147404,243	yes	byte-ish	3	157,234,243	yes	byte-ish	3	157,234,243	yes	byte-ish	4	128000,157,234,243	yes	fragmented	3	162,239,248	yes	byte-ish
4888	U+1318	ጘ	3	2	147404,246	yes	byte-ish	2	147404,246	yes	byte-ish	3	157,234,246	yes	byte-ish	3	157,234,246	yes	byte-ish	4	128000,157,234,246	yes	fragmented	3	162,239,251	yes	byte-ish
4889	U+1319	ጙ	3	2	147404,247	yes	byte-ish	2	147404,247	yes	byte-ish	3	157,234,247	yes	byte-ish	3	157,234,247	yes	byte-ish	4	128000,157,234,247	yes	fragmented	3	162,239,252	yes	byte-ish
4890	U+131A	ጚ	3	2	147404,248	yes	byte-ish	2	147404,248	yes	byte-ish	3	157,234,248	yes	byte-ish	3	157,234,248	yes	byte-ish	4	128000,157,234,248	yes	fragmented	3	162,239,253	yes	byte-ish
4891	U+131B	ጛ	3	2	147404,249	yes	byte-ish	2	147404,249	yes	byte-ish	3	157,234,249	yes	byte-ish	3	157,234,249	yes	byte-ish	4	128000,157,234,249	yes	fragmented	3	162,239,254	yes	byte-ish
4892	U+131C	ጜ	3	2	147404,250	yes	byte-ish	2	147404,250	yes	byte-ish	3	157,234,250	yes	byte-ish	3	157,234,250	yes	byte-ish	4	128000,157,234,250	yes	fragmented	3	162,239,255	yes	byte-ish
4893	U+131D	ጝ	3	2	147404,251	yes	byte-ish	2	147404,251	yes	byte-ish	3	157,234,251	yes	byte-ish	3	157,234,251	yes	byte-ish	4	128000,157,234,251	yes	fragmented	3	162,239,256	yes	byte-ish
4894	U+131E	ጞ	3	2	147404,252	yes	byte-ish	2	147404,252	yes	byte-ish	3	157,234,252	yes	byte-ish	3	157,234,252	yes	byte-ish	4	128000,157,234,252	yes	fragmented	3	162,239,257	yes	byte-ish
4895	U+131F	ጟ	3	2	147404,253	yes	byte-ish	2	147404,253	yes	byte-ish	3	157,234,253	yes	byte-ish	3	157,234,253	yes	byte-ish	4	128000,157,234,253	yes	fragmented	3	162,239,258	yes	byte-ish
4896	U+1320	ጠ	3	2	147404,254	yes	byte-ish	2	147404,254	yes	byte-ish	3	157,234,254	yes	byte-ish	3	157,234,254	yes	byte-ish	4	128000,157,234,254	yes	fragmented	3	162,239,259	yes	byte-ish
4897	U+1321	ጡ	3	2	147404,94	yes	byte-ish	2	147404,94	yes	byte-ish	3	157,234,94	yes	byte-ish	3	157,234,94	yes	byte-ish	4	128000,157,234,94	yes	fragmented	3	162,239,99	yes	byte-ish
4898	U+1322	ጢ	3	2	147404,95	yes	byte-ish	2	147404,95	yes	byte-ish	3	157,234,95	yes	byte-ish	3	157,234,95	yes	byte-ish	4	128000,157,234,95	yes	fragmented	3	162,239,100	yes	byte-ish
4899	U+1323	ጣ	3	2	147404,96	yes	byte-ish	2	147404,96	yes	byte-ish	3	157,234,96	yes	byte-ish	3	157,234,96	yes	byte-ish	4	128000,157,234,96	yes	fragmented	3	162,239,101	yes	byte-ish
4900	U+1324	ጤ	3	2	147404,97	yes	byte-ish	2	147404,97	yes	byte-ish	3	157,234,97	yes	byte-ish	3	157,234,97	yes	byte-ish	4	128000,157,234,97	yes	fragmented	3	162,239,102	yes	byte-ish
4901	U+1325	ጥ	3	2	147404,98	yes	byte-ish	2	147404,98	yes	byte-ish	3	157,234,98	yes	byte-ish	3	157,234,98	yes	byte-ish	4	128000,157,234,98	yes	fragmented	3	162,239,103	yes	byte-ish
4902	U+1326	ጦ	3	2	147404,99	yes	byte-ish	2	147404,99	yes	byte-ish	3	157,234,99	yes	byte-ish	3	157,234,99	yes	byte-ish	4	128000,157,234,99	yes	fragmented	3	162,239,104	yes	byte-ish
4903	U+1327	ጧ	3	2	147404,100	yes	byte-ish	2	147404,100	yes	byte-ish	3	157,234,100	yes	byte-ish	3	157,234,100	yes	byte-ish	4	128000,157,234,100	yes	fragmented	3	162,239,105	yes	byte-ish
4904	U+1328	ጨ	3	2	147404,101	yes	byte-ish	2	147404,101	yes	byte-ish	2	157,99742	yes	byte-ish	3	157,234,101	yes	byte-ish	3	128000,157,99742	yes	byte-ish	3	162,239,106	yes	byte-ish
4905	U+1329	ጩ	3	2	147404,102	yes	byte-ish	2	147404,102	yes	byte-ish	3	157,234,102	yes	byte-ish	3	157,234,102	yes	byte-ish	4	128000,157,234,102	yes	fragmented	3	162,239,107	yes	byte-ish
4906	U+132A	ጪ	3	2	147404,103	yes	byte-ish	2	147404,103	yes	byte-ish	3	157,234,103	yes	byte-ish	3	157,234,103	yes	byte-ish	4	128000,157,234,103	yes	fragmented	3	162,239,108	yes	byte-ish
4907	U+132B	ጫ	3	2	147404,104	yes	byte-ish	2	147404,104	yes	byte-ish	3	157,234,104	yes	byte-ish	3	157,234,104	yes	byte-ish	4	128000,157,234,104	yes	fragmented	3	162,239,109	yes	byte-ish
4908	U+132C	ጬ	3	2	147404,105	yes	byte-ish	2	147404,105	yes	byte-ish	3	157,234,105	yes	byte-ish	3	157,234,105	yes	byte-ish	4	128000,157,234,105	yes	fragmented	3	162,239,110	yes	byte-ish
4909	U+132D	ጭ	3	2	147404,255	yes	byte-ish	2	147404,255	yes	byte-ish	3	157,234,255	yes	byte-ish	3	157,234,255	yes	byte-ish	4	128000,157,234,255	yes	fragmented	3	162,239,260	yes	byte-ish
4910	U+132E	ጮ	3	2	147404,106	yes	byte-ish	2	147404,106	yes	byte-ish	3	157,234,106	yes	byte-ish	3	157,234,106	yes	byte-ish	4	128000,157,234,106	yes	fragmented	3	162,239,111	yes	byte-ish
